Term 1	Term 2	Total Frequency	# of Projects Appearing In	In WordNet?
par	parse	7	1	false
start	schedule	7	7	false
make	allow	7	4	false
end	inform	7	3	false
connect	initiate	7	7	false
close	complete	7	7	true
open	authenticate	7	5	false
disconnect	terminate	7	4	false
clear	allocate	7	7	false
update	inform	7	3	true
paint	draw	7	3	false
process	broadcast	7	1	false
select	cause	7	3	false
submit	send	7	7	false
write	allow	7	4	false
dispose	make	7	7	false
create	please	7	3	false
cancel	reset	7	7	false
end	begin	7	4	false
save	collect	7	2	false
mark	indicate	7	5	true
analyse	analyze	7	3	true
request	ensure	7	5	false
request	end	7	4	false
request	build	7	4	false
cancel	terminate	7	7	false
tear	dispose	7	5	false
suite	add	7	4	false
abort	request	7	4	false
extract	convert	7	4	false
expand	construct	7	7	false
clear	skip	7	7	false
quit	stop	7	7	true
reset	recalculate	7	6	false
show	inform	7	6	true
bootstrap	update	7	1	false
report	throw	7	3	false
bind	provide	7	6	false
stop	exit	7	3	false
send	make	7	5	false
tokenize	reparse	7	7	false
create	attach	7	4	false
hide	make	7	6	false
enable	show	7	7	false
finish	save	7	7	false
undo	restore	7	3	false
read	string	7	7	false
dispose	shut	7	7	false
create	follow	7	3	false
pause	request	7	6	false
tear	kill	7	7	false
tear	clean-up	7	7	false
visit	print	7	7	false
install	register	7	5	false
move	make	7	7	true
reset	say	7	3	false
log	compute	7	6	false
post	update	7	7	false
build	read	7	6	false
dismiss	close	7	7	false
reset	package	7	7	false
detect	start	7	3	false
add	begin	7	6	false
render	create	7	5	true
resume	start	7	6	false
scrap	move	7	7	false
force	Sanity-check	7	7	false
bring	change	7	7	true
disable	put	7	5	false
finalize	create	7	7	false
read	rebuild	7	5	false
create	map	7	7	false
ignore	clear	7	7	false
read	assume	7	7	false
stop	send	7	7	false
bind	configure	7	6	false
post	verify	7	1	false
traverse	parse	7	1	false
new	search	7	1	false
suite	generate	7	3	false
define	format	7	1	false
predicate	avoid	7	1	false
add	store	7	7	false
validate	give	7	2	false
validate	send	7	3	false
visit	trigger	7	7	false
finish	allow	7	7	false
initialize	provide	7	7	false
stop	process	7	3	false
flush	block	7	3	false
refresh	remove	7	7	false
pop	push	7	7	false
perform	send	7	4	false
create	export	7	5	false
shrink	reduce	7	7	true
revert	restore	7	5	false
collect	walk	7	3	false
create	establish	7	4	true
finish	inform	7	6	false
norm	compute	7	6	false
execute	carry	7	2	true
update	loop	7	7	false
create	hold	7	6	false
load	make	7	6	false
refill	read	7	7	false
save	command	7	7	false
abort	prevent	7	7	false
begin	move	7	7	true
create	concrete	7	7	false
select	force	7	4	false
flush	propagate	7	4	false
refresh	reset	7	7	false
cull	remove	7	7	true
create	submit	7	7	false
build	force	7	7	false
init	write	7	7	false
flush	delete	7	5	false
start	build	7	7	false
sign	generate	7	7	false
suite	collect	7	7	false
evaluate	calculate	7	7	true
try	transition	7	7	false
await	invoke	7	7	false
await	block	7	6	false
create	need	7	7	false
clear	general	7	7	false
clear	pass	7	7	true
compile	build	7	7	false
tear	make	7	7	false
flush	invoke	7	7	false
flush	throw	7	7	false
update	examine	7	7	false
close	prevent	7	7	false
execute	fetch	7	6	false
kill	remove	7	5	true
update	redraw	7	7	false
dispose	extend	7	5	false
initialize	allocate	7	3	false
activate	derive	7	7	false
roll	receive	7	7	false
flush	loop	7	7	false
request	select	7	7	false
create	search	7	7	false
load	deserialize	7	5	false
finish	build	7	5	false
remove	override	7	5	false
persist	store	7	7	false
post	create	7	7	false
pop	replace	7	7	false
start	calculate	7	4	false
build	validate	7	6	false
drop	forget	7	6	true
cancel	send	7	7	false
update	increase	7	7	false
vet	display	7	7	false
validate	create	7	7	false
call	start	7	7	false
start	save	7	7	false
remove	replace	7	6	false
validate	avoid	7	3	false
update	Re-evaluates	7	7	false
edit	create	7	7	false
revert	reset	7	5	false
initialize	clear	7	6	false
start	turn	7	6	false
stop	turn	7	7	false
load	register	7	6	false
reset	wipe	7	6	false
process	take	7	6	false
find	extract	7	7	false
clear	mark	7	7	false
init	display	7	5	false
redraw	trigger	7	7	false
read	support	7	6	false
close	cleanup	7	7	false
num	note	7	7	false
update	log	7	7	false
create	avoid	7	6	false
enable	Re-enable	7	7	false
refresh	redraw	7	7	false
activate	add	7	6	false
build	fill	7	5	false
parse	take	7	7	false
enable	serialize	7	7	false
draw	redraw	7	7	false
build	display	7	3	false
clear	delegate	7	7	false
process	generate	7	6	false
clear	hide	7	6	false
filter	search	7	3	false
quit	exit	7	4	false
advance	close	7	4	false
clean	dequeue	7	7	false
clone	generate	7	6	false
prepare	keep	7	7	true
call	render	7	7	false
remove	turn	7	7	false
handle	delegate	7	7	false
bind	stop	7	7	false
decrement	handle	7	7	false
increment	direct	7	7	false
remove	trim	7	7	false
update	go	7	7	false
init	bind	7	4	false
repaint	request	7	6	false
finish	terminate	7	7	true
drop	delete	7	7	false
call	compute	6	6	false
clear	zero	6	6	false
wait	enable	6	3	false
flatten	recover	6	3	false
update	Re-evaluate	6	3	false
register	observe	6	3	false
visit	generate	6	3	false
recycle	touch	6	3	false
obtain	retrieve	6	3	false
negate	compute	6	6	false
end	Cleans-up	6	2	false
initialize	instantiate	6	6	false
validate	revalidate	6	3	false
create	instance	6	3	false
reconnect	force	6	3	false
describe	list	6	2	false
flush	take	6	6	false
process	invoke	6	4	false
analyze	complete	6	3	false
new	close	6	1	false
new	configure	6	2	false
verify	authenticate	6	4	false
stat	start	6	3	false
scroll	simulate	6	1	false
refresh	send	6	6	false
init	show	6	4	false
stop	handle	6	5	false
refresh	change	6	4	true
show	load	6	5	false
clear	allow	6	6	true
dispatch	demo	6	1	false
present	compare	6	1	false
read	float	6	5	false
try	reduce	6	6	false
execute	schedule	6	6	false
write	release	6	6	false
load	trigger	6	5	false
build	produce	6	6	false
build	turn	6	2	false
refresh	rebuild	6	5	false
mark	finish	6	6	false
reset	erase	6	6	false
refresh	write	6	6	false
release	note	6	6	false
describe	create	6	4	false
build	lay	6	2	false
copy	convert	6	5	false
mark	remember	6	6	false
dismiss	dispose	6	6	false
execute	display	6	4	false
save	entry	6	2	false
terminate	indicate	6	6	false
store	fill	6	1	false
adjust	make	6	6	false
handle	override	6	3	false
start	affect	6	6	false
hash	note	6	4	false
update	control	6	5	false
recover	look	6	3	false
mark	record	6	6	true
fill	retrieve	6	6	false
update	parse	6	6	false
execute	open	6	5	false
fire	tell	6	3	false
resize	adjust	6	5	false
clear	add	6	6	false
invalidate	tell	6	6	false
create	recreate	6	6	true
guess	estimate	6	3	true
apply	ensure	6	5	false
calculate	recalculate	6	6	true
terminate	drop	6	3	true
pretty	print	6	6	false
make	provide	6	4	false
update	guarantee	6	3	false
query	read	6	6	false
reapply	Re-apply	6	6	false
save	grab	6	6	false
interrupt	wake	6	6	false
sleep	release	6	3	false
delete	take	6	6	true
cancel	take	6	4	true
update	process	6	6	false
skip	consume	6	6	false
generate	define	6	3	false
save	add	6	6	false
create	evaluate	6	6	false
dismiss	remove	6	6	true
assume	make	6	6	false
ping	start	6	5	false
create	minimize	6	6	false
free	inform	6	6	false
handle	load	6	5	false
issue	verify	6	6	false
op	pop	6	5	false
stop	prevent	6	4	true
abort	close	6	6	false
register	attach	6	6	false
validate	invoke	6	4	false
print	handle	6	3	false
repaint	force	6	4	false
process	visit	6	1	false
convert	invalid	6	1	false
initialize	insert	6	2	false
activate	insert	6	1	false
restore	retrieve	6	2	false
think	manage	6	2	false
execute	bail	6	1	false
invalidate	delete	6	2	false
vet	verify	6	1	false
convert	answer	6	1	false
bind	connect	6	1	false
remove	void	6	2	false
clear	unlink	6	1	false
disable	merge	6	1	false
insert	bind	6	1	false
add	trim	6	3	false
refresh	recalculate	6	6	false
encode	generate	6	3	false
initialize	handle	6	6	false
process	abstract	6	3	false
select	make	6	6	false
browse	avoid	6	3	false
create	invoke	6	6	true
clone	maintain	6	6	false
stop	notify	6	6	false
contribute	add	6	6	true
close	ask	6	5	false
process	swap	6	3	false
unload	save	6	3	false
execute	scan	6	6	false
parse	name	6	5	false
parse	change	6	3	false
decode	convert	6	6	false
select	show	6	5	false
start	wait	6	6	false
acquire	wait	6	5	false
generate	convert	6	6	false
generate	key	6	2	false
diagnose	print	6	6	false
clear	ask	6	6	false
prepare	setup	6	5	false
fire	execute	6	6	false
verify	provide	6	5	false
initialize	invoke	6	6	false
parse	factor	6	6	false
resolve	transform	6	3	false
assert	confirm	6	2	false
write	acquire	6	6	false
build	require	6	4	false
refresh	start	6	5	false
increment	update	6	6	false
start	allocate	6	6	false
stop	inform	6	6	false
execute	delegate	6	6	false
slow	top	6	6	false
execute	build	6	6	false
make	turn	6	5	false
abort	cancel	6	5	false
stop	shutdown	6	6	false
flush	create	6	6	false
flush	make	6	6	false
choose	show	6	6	false
generate	output	6	6	false
roll	reopen	6	6	false
log	sync	6	6	false
deny	respond	6	6	false
propagate	link	6	6	false
transition	list	6	6	false
swallow	handle	6	6	false
stack	string	6	6	false
use	count	6	6	false
show	produce	6	6	false
save	convert	6	6	false
freeze	make	6	6	false
prune	discard	6	3	false
query	find	6	4	false
clone	ensure	6	4	false
register	read	6	6	true
create	iterate	6	5	false
send	publish	6	6	false
init	initalise	6	4	false
make	replace	6	6	false
start	switch	6	5	false
init	look	6	5	false
disable	delete	6	5	false
apply	activate	6	5	false
organize	distribute	6	3	false
delete	schedule	6	6	false
interrupt	avoid	6	6	false
new	notify	6	3	false
read	maintain	6	5	false
push	trigger	6	5	false
begin	initiate	6	6	false
finalize	stop	6	6	false
read	prepare	6	6	true
write	update	6	6	false
update	switch	6	6	false
dispose	signal	6	4	false
show	instruct	6	2	false
reset	repopulate	6	6	false
roll	open	6	6	false
request	accept	6	6	false
track	ensure	6	6	false
add	pass	6	6	false
flush	schedule	6	6	false
disable	switch	6	5	false
init	initilize	6	6	false
filter	remove	6	6	false
end	pop	6	5	false
notify	indicate	6	6	false
add	ask	6	4	false
refresh	ensure	6	6	false
record	start	6	4	false
visit	start	6	6	false
remove	allow	6	4	false
new	single	6	1	false
new	note	6	5	false
use	activate	6	6	false
finalize	override	6	6	false
kill	clean	6	6	false
configure	let	6	6	false
init	put	6	5	false
tear	Tear-down	6	4	false
build	find	6	6	false
discover	find	6	6	true
reload	remove	6	6	false
init	Re-initialize	6	6	false
install	make	6	6	false
skip	instruct	6	6	false
consume	move	6	6	false
num	compute	6	4	false
use	tip	6	2	false
retrieve	make	6	5	false
clear	generate	6	2	false
generate	note	6	6	false
switch	create	6	4	false
rotate	swap	6	5	false
finalize	invoke	6	6	false
quit	affect	6	6	false
reset	go	6	5	false
add	define	6	4	false
print	create	6	5	true
stop	destroy	6	6	false
configure	load	6	6	false
init	process	6	6	false
beep	play	6	6	false
print	require	6	6	false
expand	cause	6	6	false
push	keep	6	5	false
enable	switch	6	6	false
end	have	6	6	false
start	generate	6	6	false
populate	display	6	3	false
erase	ask	6	3	false
compute	retrieve	6	5	false
remove	action	6	2	false
dispose	deallocate	6	5	false
execute	begin	6	6	false
sort	ensure	6	4	false
find	go	6	5	false
null	compare	6	3	false
pause	cause	6	6	false
refresh	account	6	6	false
drop	unload	6	6	true
dump	display	6	5	false
create	produce	6	6	true
reset	tell	6	6	false
show	go	6	3	false
erase	remove	6	5	false
cancel	disappear	6	6	false
prevent	assert	6	2	false
reset	cleanup	5	2	false
close	call	5	5	false
wait	finish	5	3	false
dump	collect	5	5	false
start	count	5	3	false
finish	cleanup	5	3	false
create	Sub-classes	5	3	false
clear	modify	5	5	true
refresh	generate	5	5	false
shrink	remove	5	5	false
kill	terminate	5	5	true
write	convert	5	5	false
describe	include	5	3	false
start	put	5	5	false
optimize	invoke	5	3	false
hash	obtain	5	2	false
end	adapt	5	5	false
start	adapt	5	5	false
accept	block	5	5	false
free	find	5	5	false
save	process	5	3	false
initialise	connect	5	2	false
process	receive	5	3	false
mark	force	5	5	false
create	resource	5	4	false
extract	take	5	5	true
write	override	5	1	false
try	read	5	4	false
kill	cause	5	4	false
initialize	force	5	4	false
ignore	create	5	3	false
flush	add	5	4	false
decode	contain	5	4	false
process	remove	5	5	false
generate	retrieve	5	4	false
save	show	5	5	false
edit	action	5	3	false
sort	sortkey	5	1	false
enumerate	iterate	5	3	false
forget	remove	5	5	false
update	recreate	5	4	false
terminate	tell	5	4	false
update	delegate	5	4	false
discard	empty	5	4	false
abort	send	5	4	false
save	open	5	5	false
search	execute	5	3	false
finish	remove	5	5	false
start	move	5	4	true
convert	fill	5	3	false
poke	wake	5	5	false
update	walk	5	5	false
add	prompt	5	3	false
update	find	5	5	false
wait	make	5	5	false
clear	package	5	3	false
dismiss	finish	5	5	false
update	obtain	5	5	false
undo	remove	5	5	false
finish	action	5	2	true
handle	happen	5	3	false
paint	repaint	5	5	true
attach	bind	5	2	true
build	override	5	2	false
create	simulate	5	4	false
initialize	thread	5	3	false
add	record	5	3	false
process	complete	5	5	false
reverse	impose	5	5	false
remove	go	5	5	false
configure	send	5	3	false
perform	ask	5	5	false
search	update	5	5	false
close	simulate	5	3	false
query	start	5	4	false
toggle	play	5	5	false
bring	move	5	2	false
extract	retrieve	5	5	false
start	validate	5	5	false
read	unsupport	5	2	false
terminate	shut	5	5	false
resume	request	5	5	false
increment	write	5	5	false
read	part	5	5	false
tear	shutdown	5	4	false
disable	record	5	3	false
process	retrieve	5	4	false
accept	add	5	3	false
reset	abort	5	4	false
make	compute	5	5	false
take	await	5	5	false
evaluate	invoke	5	2	false
dump	generate	5	3	false
init	hook	5	4	false
reset	add	5	5	false
reset	purge	5	5	false
collect	read	5	5	false
create	turn	5	3	false
load	copy	5	3	false
append	insert	5	5	true
reset	turn	5	5	false
reset	request	5	5	false
reinitialise	reinitialize	5	5	false
remove	datastructure	5	1	false
process	resolve	5	4	false
create	innerclass	5	1	false
expand	take	5	3	false
show	put	5	5	false
modify	update	5	5	true
fetch	build	5	4	false
initialize	give	5	5	false
send	read	5	5	false
verify	add	5	3	false
init	empty	5	5	false
reconcile	resolve	5	5	false
invoke	fork	5	5	false
peek	invoke	5	5	false
perform	start	5	5	false
rebuild	prevent	5	4	false
begin	means	5	5	false
print	load	5	5	false
create	combine	5	3	false
update	figure	5	3	false
enable	turn	5	5	false
generate	draw	5	3	false
hide	schedule	5	5	false
show	schedule	5	5	false
invalidate	declare	5	5	false
emulate	put	5	5	false
close	skip	5	5	false
post	copy	5	4	false
debug	turn	5	3	false
bind	register	5	5	false
init	obtain	5	3	false
create	lay	5	2	false
delete	discard	5	3	false
parse	advance	5	5	false
stop	make	5	5	false
print	flush	5	4	false
build	book	5	1	false
accept	verify	5	1	false
flush	tell	5	5	false
new	change	5	3	false
follow	move	5	1	true
go	transition	5	3	false
write	add	5	4	false
bind	handle	5	1	false
validate	output	5	1	false
import	start	5	2	false
launch	parse	5	2	false
init	enable	5	3	false
rotate	move	5	5	false
reconnect	recreate	5	2	false
show	provide	5	3	false
signal	notify	5	5	false
start	configure	5	4	false
have	forward	5	1	false
validate	stop	5	1	false
resolve	execute	5	2	false
par	first-class	5	1	false
chapter	verify	5	1	false
compare	compute	5	1	false
dispose	inform	5	3	false
op	avoid	5	1	false
clone	Deep-clones	5	2	false
remove	uninstall	5	1	false
indent	write	5	5	false
send	display	5	5	false
undo	reconnect	5	5	false
rewrite	convert	5	5	false
enable	disable	5	4	false
validate	specify	5	1	false
validate	write	5	2	false
validate	link	5	1	false
stop	hide	5	5	false
load	initialise	5	5	false
